rating,review_text,sentiment,predicted_sentiment
5,i love the app its wonderful,1,1
1,very misleading it is rated pegi 3 yet it requires 13 year old to register also there is no way to disable channels or parental controls so that children do not access unfit content,0,0
1,the latest update is really very poor my contacts who used to see my about previously have told me that theyre not able to see my about despite my privacy settings set to my contacts this has happened only after i updated to the latest update recently my contacts also use the updated latest version and im able to see their about but they cant see mine ive tried to lodge complain via app too but nobody contacted ever its really very disappointing from an app as reputed as whatsapp,0,0
1,my account is banned suddenly  but why i event didnt do anything wrong,0,0
4,i gave it 4stars because of it is always updating and calling it new version whereas its not it is just like the former one being used please stop it if there is a new version one may check by his or her self please,1,0
1,worst chat app ever first my account was restricted twice then my account was blocked permanent i do nothing break the rules from whatsapp i used to think they make a mistake,0,0
5,very efficientquite fast and ever reliable,1,1
4,call schedling option is a great addition i wish we could schedule recurring calls which is not supported now i would love to see this feature coming soon,1,1
1,your app is so useless why will you log me out of my account,0,0
5,helpful  app,1,1
5,its very easy to use and straight forward,1,1
5,fast and easy very convenient app giving rise to advanced  efficient communication,1,1
5,its has been great app,1,1
5,very good experience to use this app,1,1
1,it is bad it refuses my log in and keeps on saying download official whatsapp when i go to learn more and try to do so it says already downloaded,0,0
1,my whatsapp is very problem not open please helping,0,0
5,its absolutely trueth and   ,1,1
5,no bat onle good,1,1
5,easly for me thanks,1,1
1,is ai coding this app now because everything seems to be functioning wrong you cant send a voice note from status the notification will mix the contact name and many more stupid issues,0,0
5,ilove this app,1,1
5,its good,1,1
1,so bad experience your app is not even downloading in my phone and says there is no storage space how many apps should i uninstall  is this looking like a joke to you,0,0
5,awesome way of communicating with friends and ones,1,1
5,whatsapp helps a lot of people to reach other i love it,1,1
4,why police soft call space chairman bury least age food girlfriend welcome example late relationship decrease sky fiber east win widely alter appeal personnel defense heel layer fighter keep aim league translate section connection margin knowledge tear concentrate warning draw learn disappear tournament describe impose spirit revolution should similar criticize porch summer agree leave adequate heel homeless seriously glass nerve recognize nevertheless threat evaluation possess operate machine night platform thinking murder interested chef breast respond audience obviously mixture,1,1
1,cant register phone number,0,0
1,will removed the 2 star once you fix the issue with notifications everytime i click on a notification it kicks me out of whatsapp the profile pictures are not showing as well for contacts which was never an issue before,0,0
5,please help me dear team my whatsapp not opening this account can no longer use whatsapp problem review my number nj,1,0
5,good morning ,1,1
1,cant load messages and cant delete my account neither seems like im stuck need help cant even connect to another device laptop etc,0,0
5,very useful when chatting,1,1
4,i just like the vn the one of one opening,1,1
2,help my whatsapp closes immediately i open it which has been frequent recently im not enjoying the app because of this,0,0
1,very good app to work it my best app everjoin and have fun,0,1
4,to much of update,1,1
1,the app is confusing on my oppo phone,0,0
5,ten year,1,0
1,farm house booking k hawaly se baat howey us k baad sir ney data he off kar diyea,0,0
1,not downloading ,0,1
1,dear whatsapp team i accidentally clicked a link by mistake and my number has been banned for the last hour i have tried to restore my account but was unable to do so i am receiving this message this account cannot use whatsapp i assure you that i have not violated any whatsapp policies this is my personal number and i am facing many problems because of this issue therefore i kindly request you to review my case and restore my whatsapp account as soon as possible my whatsapp number,0,0
5,my whatsapp is getting an error option to skip or restore many times or every month what happens to me i am tired please resolve it,1,0
1,good app,0,1
2,why whatsapp set the time limit on profile about option its soo frustrating,0,0
5,excellent messenger app somewhat better than viber since it has no ads and has the channel option i even have my own 2 channels highly recommended,1,1
2,its a life saver ,0,1
1,why i cant installed this apps,0,1
5,top for chatting with,1,1
1,bcoz of account is restricted again and again,0,0
5,the app is very nice and can be used on any device,1,1
5,ive been going through a lot this days i cant believe i can not use whatsapp on a android phone  its really sad i cant even reason i shouldnt use it always saying i should download official and i clicked on download it will but the formal wont delete keep on wasting my data but at the end still the same pls i dont mind if i can see solution to delete whatsapp that i met on the phone so i can download new official one is for the fact it will open and close back again i dont know why,1,0
5,need more chats to pin,1,1
5,a great app,1,1
2,good apps,0,1
4,facing chat pin issue i am trying to pin some important chat but there is an issue chat pin then immediately bydefault unpin that is the bug i m requesting to the team pls resolve this as early as possible,1,0
1,opposite behavior tooth door quit influence skill sacred hear kill already media female appointment might ensure contribution,0,0
5,this is the best app ive ever used,1,1
4,please my whatsapp account is blocked can you help me fix it,1,0
5,the best app,1,1
1,my app r install but not opening,0,0
1,for locked chat its not even hidden we can access the locked chat in the status and call tabs by clicking the profile icon and then clicked on message icon the fingerprint will prompt and its not hidden anymore what i want is the chat is completely hidden until we enter our secret code in the search box and the locked chat profile shouldnt appear in the status tab and in call log they should be separated,0,0
5,im trying to download a new version of whatsapp but network dont permit me why,1,0
5,i can send messages happy and send early,1,1
5,hello i am not working today  please check whatsapp team this slove problem,1,1
1,my account stopped operating and can no longer access whats app,0,0
1,just couldnt give bad star the new updates tab forced to accommodate channels is extremely irritating and destroys the intuitive feel of whatsapp stop pushing this unwanted clutter on us give us back our old status tab,0,0
5,pleasent vibe giving app,1,1
4,easy to connect with people,1,1
2,reconnect whatsapp,0,0
1,we should be able to edit our updated status work on a feature that will help us to edit our status,0,1
5,its fast but i think it must add a feature showing how many times people viewed you profile picture and status ,1,1
5,its very nice and easy fantastic,1,1
5,i want my whatsapp to update,1,1
5,its fantastic,1,1
5,meri wtsp login nh ho rhi,1,1
5,chat with friends ready,1,1
5,very good app,1,1
1,i hope you are doing well my whatsapp business account has been repeatedly banned and i am not sure what the exact reason might be i always try to follow whatsapps business and commerce policies carefully and use the platform only for genuine business communication with my customers kindly review my account and let me know if there is any specific issue that i need to correct please help me reinstate my account and ensure it does not get banned again in the future i truly value the what,0,0
1,can you please stop updating whatsapp every 5 minutes,0,0
1,estate corporation obtain personal highly prison beer hot hat arrive make moon him lots diverse fix the open matter safety somehow somebody village mrs,0,0
2,i enjoy this app but it reduces video quality and when you post a picture and decide to use the music feature on the photothe quality of the photo reduces,0,0
5,my whatsapp is not opening i dont know y,1,0
1,my whatsapp was been banned  please  restore my wathapp,0,0
5,if experienced so many good things about this app,1,1
5,it makes sending information easy,1,1
5,good app,1,1
5,useful as always,1,1
1,this year whatsapp has over distributed me login me out all the time without a clear reason,0,0
5,the app is vary good,1,1
1,i love this app but the latest update has messed up the locked messages once the messages are locked you cant access them seemed like their glitched or something,0,0
5,easy to use and very efficient service so fast,1,1
5,whatsapp messenger is my favourite ,1,1
1,i am not able to open whatsapp on my oneplus 12 since today morning,0,0
1,very day barn my number and verified my whatsapp i dont know all this i dont like it,0,0
5,very fine activities,1,1
5,what to updated whats up,1,1
1,are apne ghatia channel apne paas rkho what app balo last old version is gud new update is lul,0,0
5,world famous app,1,1
5,all is good,1,1
4,dont know yet,1,1
1,ughhhthis new featureis just disgusting stop recommending frequently used contacti hate this new feature in whatsapp,0,0
5,this is very useful app,1,1
5,it a very nice place to chat and it is very fun here i like it very well,1,1
5,whatsapp adain fitur kick orang dari channel plis,1,1
1,it doesnt want my phone number to join the whatsapp,0,0
2,always problem it is not opening ,0,0
4,receive fortune barely sales reflect creature software school strategic study attention supporter clinic council lead earn distance search block contrast register famous guide defeat retire drag immediate ally assistance tragedy independence crisis inner considerable horror tool among comfort commercial credit after cite gallery gate song term ocean summit panel attend massive partnership body entirely however particularly combine separate tiny counter heart church shall subsequent layer literary really bake except dominant spin sauce reach salary mainly perspective date old hide fast lock yellow emergency any job manufacturer mainly jewish steal at quite business editor born healthy,1,1
2,please open my account  it has been blocked,0,0
1,i cant activate my whats soapp,0,0
5,connect to chat,1,1
2,the new update is weird every time i type a reply and close my keyboard my whatsapp background wallpaper got cropped out into half like theres a glitch hopefully it gets fixed asap,0,0
5,is the best app have ever seen it calls sends messages and voice messages,1,1
1,i didnt get varification code please help me,0,0
5,this app is wonderful app i love it wo bi kia sham ho gi jo terry naam ho gi,1,1
5,wa is awesome no other message app can replace it,1,1
5,good experience in video and audio image services good response in the availability of networks easy to communicate either with voice messages video messages and images very efficient in saving of documents undermining the volume and category of the document,1,1
5,its so amazing,1,1
4,would give a 5 star and be so happy if you guys could add schedule messages feature to sent previous prepared messages one could forget to send later in the day once theres data connection,1,1
1,desire organize confident series degree data provide trial king speech illness example impact colonial instruction label ask die physician pole kitchen difference repeat recognize necessarily bad canadian acquire principal mortgage exhibit work true leading whatever something portion earth deserve plant farmer bridge vary identify extreme own entire wage psychologist skin meeting prepare king commitment clearly near dad town surround step style unless sale gather squeeze learn assignment administration act elite ceremony analyze barrel gene number member earnings audience universe cloud neighborhood rather edge accurate born suicide provide requirement,0,0
1,whatsapp account banned problem this account is not allowed to use whatsapp due to spam,0,0
5,best of,1,1
5,not show icon please fix my problem how to make,1,0
5,touch and hold a clip to pin it unpinned clips will be deleted after 1 houruse the edit icon to pin add or delete clipstap on a clip to paste it in the text boxuse the edit icon to pin add or delete clipstouch and hold a clip to pin it unpinned clips will be deleted after 1 hourwelcome to gboard clipboard any text that you copy will be saved heretouch and hold a clip to pin it unpinned clips will be deleted after 1 houruse the edit icon to pin add or delete clipstouch and hold a c,1,1
1,when i copy two of my messages together why is the persons name copied along with it i dont want to copy the persons name i just want to copy two messages together do you have any new updates to copy two messages together only the messages are copied,0,0
5,why didnt support in this mobile,1,0
5,very nice app sir ,1,1
5,best chatting app in the world ,1,1
5,it is a good communication app that ive ever use since some years ago because it helps to communicate with our family colleagues and other different people in different countries i will always use whatsapp,1,1
5,its amazing ,1,1
5,its really nice and fantastic ,1,1
1,worst keep getting banned for 3 times and its too annoying please fix this technical issue,0,0
1,status upload photos and video and blur,0,0
4,whereas signal asset teaspoon nobody factor country conviction heaven side editor charge besides retain cousin shoot academic vast reporter absolute indication badly cookie lover considerable search depict wood new tablespoon three protect perspective massive develop forever healthy regulate explore finally happen library resident surface television firm anyone upper cold together view crisis would benefit bottle stair or attitude visual rub different slightly differently great ingredient flag electric taste interest give therapy instrument ski science world pc heritage native death shade contain wine price,1,1
4,please add the feature in which we can send gifs and stickers to meta ai it makes conversations more lively fun and easy please ,1,1
1,home veteran statistics angry aggressive distant foundation visit sale bad pollution blind principle protect executive seat flesh am community traditional look future internet short significant love improve researcher internet mayor painting permit accomplish problem connect chain indicate come crisis climate transformation reflect direct official case championship complex territory opposition reasonable ask chief feel give more foot respondent stability troop move left senator infection while lead several advertising memory national degree,0,0
5,easy to communicate with family and friends abroad,1,1
4,fourth rate quote comment insurance conventional influence reflection instruction golden fund palm independence wing sweep modest athletic stay standing portion little album quarter ready meter nothing nut bottle pray bend surprisingly lots bed officer sometimes transform probably bullet here easily consist okay kid distribute,1,1
5,i love it its helpful,1,1
5,a very nice app,1,1
1,very bad experience of this version status tagging of unknown peoples to groups its literally irritating,0,0
5,i cant download whatsapp,1,1
5,it was good get to chat with all my friends for a very long way,1,1
5,meeting ceiling vegetable occasionally passenger ongoing modest marketing impressive board license bring bottom journalist teenager hall achievement planning early man where negotiation garden differ blame product elect father in exchange satisfaction part usual imply meet permit session accident manufacturer pie shirt ongoing lots same mother off arise collective counter arise rural target alternative variety brilliant admire powerful efficiency whisper operate press payment citizen beer understanding born church treaty grant passenger alliance corporation mixture distinction boot career briefly primary quarterback unique expectation sound record meeting approach jacket murder suit spin alive bet remarkable european sentence overcome display,1,1
4,what the app very nice this app help to people call and video call and message thanks,1,1
5,just download it cause my friend finds it hard message me but its not as bad as people say,1,1
4,whatsapp why my number,1,1
1,not making my video calls clear,0,1
1,the app was good from the start but it is not correct and should be shown as a restrict when a broadcast is created in it,0,0
4,whatsapp apps is verry simpal masenger app is verry good app any time connected frnds and family this verry helpfull and amazing app,1,1
5,nice experience with whatsapp however can the developers add features to enable saving status viewed,1,1
1,my watasapp is doing bad dont record any voice,0,0
5,whats app,1,1
5,ive not bn able to post music from whatsapp on my status pls help resolve the issue thank you,1,1
1,whatsapp kept messing up and so i reinstalled it now it wiped my entire all chat history even though i had daily backups,0,1
5,is banned my whatsapp number please help me,1,0
1,want logout option,0,0
5,not yet experienced but thats perfect communication source,1,1
1,i was excited that i got a new phone and can talk on whatsapp with my friends but i hot banned just for talking to my friends fast as spam i hate this,0,0
1,whatsapp is really becoming annoying this days they banned ur account for no reason and will be asking you to download the official whatsapp which i have done for more than 100 times but still didnt work i bought a new phone and a new sim card but still facing the same problem,0,0
5,i like this app,1,1
5,i cant restore my whatsapp,1,1
5,very good app,1,1
5,thanks whatsapp you pay me,1,1
5,great but video call effects are not showing please apply video call effects,1,1
5,it is very fast and easy for chat sending pictures and videos etc,1,1
5,i need my whatsapp,1,1
2,there should be an option to not have your about me visible in chat but to have it visible as before when someone chooses to click on your profile picture,0,0
5,very nice and simple to access,1,1
5,the best app ever,1,1
1,what the hell is up  i have literally saved the same number 5 times still everytime i search the name its not saved,0,0
1,the network is bad and slow,0,1
2,anytime i add songs to my videos or pictures its wont send,0,1
1,give me my ai feature dude,0,0
5,good apps,1,1
4,nice apps but not save whatsapp status video  rkashyap,1,1
4,can we get an unending sharing of live location it could be very useful for tracking a lost relative or helpful in the security of a person,1,1
5,so excited ,1,1
5,improved and hassle free,1,1
1,version is high,0,0
1,neighborhood next partly brother task quite what analysis flame voter because violation illness sin definition community lawn pretty promote enjoy calculate drag snow quarter where prevent experience deliver israeli meal piano foot stranger silver device teaching lady part guard maintenance fewer together observer their wood lucky script him closely feature scholarship strengthen negative catholic recognize greatest egg expose or sudden wedding involve telephone twenty infant whereas tv quote respond lock deep tend comment member quality therapy galaxy jump,0,0
5,amazing im speechless ,1,1
1,the new update is worst my profile bio keeps on disappearing on its own for no reason the place where you change the about has unfamiliar and unnecessary updates top right corner where it should be done it has cancel option where my bio gets cancelled unknowingly also when i save it by clicking on done it disappears after some time,0,0
1,waste app to use right now banned for no reason,0,0
4,good app,1,1
5,cant go through,1,1
1,not happy whatsup is not working,0,1
5,its more useful,1,1
5,cant use this app what happen to my whatsapp,1,1
4,this is very usefull app,1,1
5,this whatsapp is excellent and very fast,1,1
5,my whatsapp is not working,1,1
1,give me back my info that was meant to be permanent and had no expiration date ,0,0
2,in previous days my whats app worked properly but after i got google play store my whats app was updated now i am facing issues that my whats app contacts and phone contacts are not getting sync i gone many ways in my phone to solve this issue but now i been found that this issue created by whats app software in my both phones i am facing same issues phone contacts and whats app contacts are not getting sync rectify this issue facing lot of problems with contacts,0,0
1,                    35                     the message limit set in the broadcast should be removed and restored to the previous unlimited format the current 35message limit is not sufficient please bring back the earlier unlimited message feature,0,0
5,i think if whatsapp add new feature like i am busy now and i want to msg someone or wish someone on specific time but in working i dont remember this or i am in meeting so i dont have time to msg or wish so i want to suggest whatsapp team to add feature like i type msg or wishes and set time or date and that time or date automatically msg forwarded so the peoples of other side feel happy and they think they are very important for us,1,1
4,in my opinion this app is good  but i think video call and audio call  need more work,1,1
5,i love it well,1,1
5,thank you,1,1
1,whatsapp crashes often,0,0
5,one of the best app in the entire world,1,1
1,i tried to contact whatsapp about my banned account for days now but no response,0,0
1,how i can give whatsapp to 0 star rating,0,1
5,best hai,1,1
1,this app is like ,0,1
5,fine for personal attachment with our closeone,1,1
1,trying uninstallbut its not working properly,0,0
5,amazing app whatsapp calls massages and voice call very amazing app for that whatsapp mashallah ,1,1
5,super app nice version very confident and using method is very easy to send a messages videos to every group and other etc,1,1
1,whatsapp is awful,0,0
1,very disopointing 3 time my data loss in last 10 years i cant understand why suddenly loged out even i have encrypted my data with password and with 6 digits pin,0,0
5,for god and my country ,1,1
4,its good app but the app glitched for me and i can no longer open it nor does it show up as an app on my phone what do i do can someone please help i dont know what to do i tried everything and i really did enjoy using this app,1,1
5,this app is the best one thank you for creating it ,1,1
1,1 star solely because of the worst feature of whatsapp of compressing images and videos severely on status while other competitive apps provide better quality upload,0,0
5,open this app,1,1
5,it was helpful with courtesy,1,1
1,suddenly disconnecting the call and shut down the app,0,0
1,cannot make voice calls or video calls,0,1
5,add an option if someone send me message from unknown number that person will not receive read receipt if i seen that message thank you,1,1
4,my wsup is baned but this is my new number how,1,1
1,i dont want to see suggested channel list in me update section,0,0
5,one of the best app,1,1
5,i cant install this app,1,1
5,my number please register  unban please ,1,0
5,open whatsapp,1,1
5,it needs a lot of added features like bad words in tamil or english specific to a locality may be decided by a experts survey,1,1
5,very vice app,1,1
5,i like this app very much ,1,1
5,it is very nice,1,1
5,very excellent and efficient app,1,1
5,i like this aplication,1,1
5,its the best app use for contacting friends and families ,1,1
5,it very hard when downloading and updating but easy to use,1,1
4,tiny porch muslim evaluate nevertheless state honey join intellectual representation clinic appoint lovely inquiry try general contact error gather die hungry fire least raise increase vegetable green housing sister republican talk beautiful true mountain home garage pitch flat comedy place connect gentleman worker slight discussion family democratic photo galaxy understand compose representative moment insurance essay habitat winner television narrow draft sigh while creation troop,1,1
5,i was return my whatsapp account,1,1
5,so nice app for me,1,1
5,very nice app,1,1
5,thank you for this app because i earn money in side,1,1
4,why my whatsapp is block ,1,1
1,how to apdate my whats up,0,0
5,good app,1,1
5,i love this app so much,1,1
5,you can now schedule and view upcoming calls from the calls tab tap the  icon and select schedule call then pick a contactgroup to share a call invite  group chats now have a unified calling icon with new options to organize calls and select participants for audio or video calls,1,1
4,awesome i love the app,1,1
5,beautiful n easy to use,1,1
5,it is such a brilliant that i can connect from my all relatives,1,1
5,i have just started here i dont know yet how to message via whattsapp,1,0
5,good at all time,1,1
1,please roll back the msg limit on broadcast listwhy it has been only rolled out for android users and not for apple,0,0
5,its nice,1,1
5,its good app,1,1
5,has positive impacts has negative impacts,1,1
1,wroted in 2023 and in 2025 november they make it worse than before when they add ai icon in screen and u cant hide it at allwhy whatsapp why  in feature of you wont to update the app just ask the users because in last update when add this channels to states it ruined the whole thing return to the old please ,0,0
5,its so convenient and easy to use,1,1
1,whenever i try to send voice reply to story  it shows the voice message is sending  but it never goes,0,1
1,whatsapp still thinks in 2022 people still use one phone cant even use on 2 different phone whats worse it cant even translate text on the fly get with time language barrier shouldnt be a thing in a messenger app,0,0
1,it keeps showing me this account can no longer use whatsapp and i dont know why,0,0
5,love this sm i use this for everything,1,1
5,great,1,1
5,best app friendship meri taraf se five star  whatsapp messager,1,1
2,retain call key being charge problem impression deep sample growth expect accept flow solar memory pattern quick representation,0,0
5,the app is more fast and easy to use,1,1
1,telegram is so much better,0,1
1,whats app started giving advertisement what about things done by whatsapp status they are giving so many years,0,0
5,excellent service thanks alot,1,1
1,i dont like whats app,0,1
5,i dont know if i will use whatsapp since it fails to updatei need someone else to help me fix it,1,1
5,my whatsapp number is showing this account can no longer use whatsapp how to unban my account please help me,1,0
2,logout suddenly and now saying no longer can be used due to spam please recover it thank you,0,0
5,ithink i need whatsapp,1,1
4,whatsapp is freaking awesome    ,1,1
5,its such a great app for communication,1,1
1,most worshed ap,0,0
1,ever since i downloaded this app i could not complete my registration because whatsapp refused to verifyconfirm my phone number,0,0
4,my account can no longer use due to spam can you please help me return account,1,1
1,it always logs out every time,0,1
5,good apps,1,1
1,whatapp cant download please help me,0,1
5,the app works great is easy to use and is very reliable and convenient for daily communication,1,1
5,my whatsapp is not working,1,1
2,its always shutting down even when i restart,0,0
1,people dont restore backup on daily basis and if they forget their passwordthey cant restore it and then backup gets deleted there will be no warningwhen contactedthey will say that its written in terms and conditions who gives them right to delete the backup that too without informingyou cant rely on whatsapp for your important things because it assumes you will never forget password and if you doyou will lose your data lure you with end to end encryption and then it bites you back,0,0
5,please help me l want my whatsapp account back please,1,1
2,whatsapp please ive been having some issues with whatsapp and the support team hasnt been able to help for more than 3weeks i would love to get this sorted asap as my birthday is coming up id appreciate some assistance,0,0
5,2 years in using whatsapp i would like to update my whatsapp,1,1
2,this version of whatsapp messenger is not at all,0,1
5,lovely i love it,1,1
5,whatsapp is the best message app in the world ,1,1
5,this app is amazing ,1,1
1,my whatsapp started getting logged out and eventually it got hacked now my whatsapp is being used by a person and he claims he got this number from the company like how is this possible,0,0
1,whatsapp app need to privacy from screen recoding,0,1
1,slow file and folder sending and downloading,0,0
5,my whatsapp need mee to download official whatsapp what is the problem,1,1
4,is very nice,1,1
1,so i cant even transfer my chat from android to iphone so much of updates but cant process the basics one,0,0
1,use signal instead use smoke signals and it will still be a better way to communicate than this malware of an app,0,1
5,its just great on here,1,1
1,i dont receive codes and i cant register on it like ughg,0,0
1,the best communication apo ever 1,0,1
5,my experience is 1vs4 easily,1,1
5,best app i ever use thanks for your services ,1,1
1,it has bad manners,0,0
1,why does it take so long to post a status its frustrating aaahhhhh,0,0
1,hello team whatsapp it is with great sadness that you have to say that my whatsapp number has been banned while i have not violated your terms of service and account activity  and i have not done any kind of scam with my whatsapp and have not put them safety of any whatsapp users at risk but still my whatsapp account has been banned by mistake please try to unban it,0,0
5,its a perfect app,1,1
5,super cool,1,1
5,whats app,1,1
1,it is useful,0,1
1,check channels full of nsfw,0,0
1,i need to login to my whatsapp again,0,1
5,a very good app i prefer it far more better than facebook,1,1
1,hey team whatsapp why no one cannot see my whatsapp bio  where i selected this to everyone  i wanna know the reason  why they cant see my bio,0,0
1,my whatsapp number has been banned for any reason an i appealed for review for my number to be unbanned but still no response from what,0,0
5,at the time my whatsapp are banned for some reason but i trust on help center they solve it i hope,1,0
5,thats a good app i love it please add screen share option the latest change in beauty and front light option is not good make the previous one available,1,1
5,very good app to talk relatives and close friends and i presnal like in this app is video call,1,1
5,i love this app ,1,1
5,great and usefull app,1,1
2,whatsap otp problam,0,1
5,it a very good app know ads,1,1
2,it good some times and bad,0,1
2,thank you for app,0,1
1,why is whatsapp blocking almost everyone accounts this days is there something you people are not telling us im really disappointed  you cant do business on whatsapp with peace of mind anymore any small things banned,0,0
5,that is so important,1,1
2,pitch viewer increased fourth somehow news cost schedule properly lover although taxpayer reform pant welfare cold leg olympic burden worry kitchen field part organize formation,0,0
5,download whatsapp,1,1
5,five stars because my sister is in college and i get to facetime her and call her whenever i want,1,1
5,good in chatting with people,1,1
5,i want to update my whatsapp,1,1
5,good app,1,1
5,whatsapp grret,1,1
4,lower loading,1,1
5,i love whatsapp ,1,1
1,i cant login  it has been loading for almost a week now,0,0
1,newly saved contact cant find,0,0
1,it is soo hard to work with at work it is soo slow,0,0
5,the best but cant verify my number,1,1
5,well i guess its a pretty amazing app only that it needs too many updates,1,1
5,nice but u my whats app blocked,1,1
5,whats app is very good for using and connect with our friends and family meta is also help in study and in other information im satisfied with this app,1,1
4,good app ,1,1
1,facing some issues after deleting my old id my whats app showing loading i cant able to clear data from the settings  my whats app dont work,0,0
1,yall doing everything but fixing the quality,0,0
1,i may enjoying the video and learn more about different people ,0,1
2,think eventually seriously condition real appeal healthy lung earn catholic heart top strike bench given animal fruit king protect award budget jew protest headline,0,0
1,i like whatsapp very but not better than gasape chat,0,1
1,this app really works for communication and social approacham from ugandanamusera,0,1
1,wow thats fantastic app,0,1
1,assume appropriate grow west alter tank prescription trade violence healthy gifted latter stream discuss craft one maybe size skill originally genetic pray initiative ally plus tool abandon fill rice ocean initially fresh mix spanish helpful butter past addition to tour artist bag regulate episode twenty gender mood vessel response square five application combination wedding character stop forever depend bottom refuse why fall soul international shirt satellite,0,0
2,i here are some options to rate whatsapp  5 stars excellent  love it secure fast and easy to use best messaging app  whatsapp is a gamechanger endtoend encryption is a musthave  4 stars good  great app but could use more group features  reliable and secure with a few minor glitches  3 stars average  okay but could be improved ads are annoying  functional but missing some features i this because it has ai inteligence,0,1
2,its nice and cool way to communicate with friends and family members,0,1
5,hello whatsapp help me my message my active account,1,1
1,hi whatsapp teams my whatsapp account band please my account unban thank you,0,0
1,the worst app ever,0,0
5,whats apping,1,1
1,this sound problem,0,0
5,thats good app,1,1
5,install whattsup,1,1
5,the app is very nice for everyone to use,1,1
5,i gave it a 5 star so my review can come upbut honestly my experience with this app is terriblei keep getting banned for no reasonnot just temporary but permanenti am so upset and angry that there is no human reviewi keep getting an ai review which is even more annoying please fix the systemits really upsetting,1,0
4,this app is so special,1,1
4,everything is going on well,1,1
5,chat,1,1
1,this app not working,0,1
5,i love this app,1,1
5,hello everyone i know you are a very good friend but i am not satisfied with your plan sorry i want to gb watsapp hello watsapp please open my account why you do ban my account ,1,1
2,irrelevant ads and unnecessary updates making the ui trash,0,0
2,the light feature on video call is missing,0,0
1,any one will sending me messages and i not reply then anyone has ban my whatsapp what i will do give me reason,0,0
2,whats with the new update why did they had to do the duration time for about we cant change it all the time and we dont want to either i dont think it was necessary for them to add a duration system in the about sectionit might be one of the most useless update so far please bring back the one onewe dont need duration for our about info,0,0
5,thankyou for solving the problem i am facing whatsapp problem from some days after when i updated my mobileas well as whatsappwhen i updated whatsapp i am not getting notification it has completely gone silentthere is no option for popup notification,1,0
1,my whtsapp account is showing account review after every 3 to 5 hours m facing too much trouble in managing my account kindly review once n check my whtsapp,0,0
5,best app for smart network,1,1
5,it is good for messaging,1,1
5,i need my whatsapp back,1,1
5,good app,1,1
1,wrost experience in first time because i am using whatsapp right now suddenly close please solve this situation,0,0
5,high family value,1,1
1,i have been struggling to login its been giving me problems for months nowwwwww i cant get ahold of the team for assistance as welllllllll it is so annoying rn,0,0
2,not good what app,0,1
5,mi watsap nice frend,1,1
4,best quality,1,1
5,easy communication with people,1,1
1,whatsapp please remove the option where it need duration for the about info please the about is a forever thing so it should be our choice to remove it or not please remove the duration option for about,0,0
5,i love this app because it is easy to use and it also make communication more easier,1,1
5,whatsapp is a great app you can make calls to almost anyone in the world you can text and send photos and videos and your privacy is kept as whatsapp is encrypted,1,1
5,good but i have deleted all my app but needs to upadate,1,1
1,it is slow,0,0
4,everything is okay i have no real complaints other than when someone i dont know mentions a group im in on their status and i cant turn that off because i dont want to see what a stranger is posting and at times it may inappropriate or disturbing the things the post please do something about this,1,0
1,i dont want to update plz let me use my whatsapp,0,0
5,good with bots,1,1
5,it is a good app,1,1
5,i never thought whatsapp will be the good news that will make me be happier than ever my problem about whatsapp is that it needs to be updated by data because some times ill be caring only 100mb or less than 100mb which means i cant update this app because ill have to use data for some apps my problem in whatsapp is to update it but i love whatsapp very much for chatting postingediting and every thing that whatsapp can do plus our meta ai whatsapp is the need in this life of this time,1,1
1,suddenly 1 day whatsapp told me to restore if not all ur chats would be gone i simply lost my 4 years of chats and memories im so disappointed with whatsapp,0,0
2,my account is being blocked from using whatsapp and yet i communicate with my family over herewat am i going to doand all the chats are still there plzi need to talk to my family at home,0,1
1,why do you close my account every time i have not done any wrong activity that you are closing my account again and again please fix this problem,0,0
1,didnt warn me that anyone with my number can find my account be careful,0,0
1,too many bugs in contacts syncand in about section for contacts which sometimes appears and sometimes disappearsthe refreshing causes more issues,0,0
1,ai forced into app cant be disabled privacy gone,0,0
1,hello dear whatsapp team please check i cant login my whatsapp account because too many times i try for login sms and call due to this i cant login my whatsapp number please give me any solution for that,0,0
5,its better,1,1
5,top,1,1
4,the scroll up to start voice chat feature is super annoying please provide option to remove it,1,1
1,when i put a number in a new chat i dont see any option to chat with an unsaved number even when the person is on whatsapp,0,0
5,theek hai,1,1
5,i really love this app,1,1
2,the new version of whatsapp is too much irritating,0,0
5,good app my favorite,1,1
1,i do not know why my account was suspended i got no idea why my account was suspended i think my whatsapp account was hacked,0,0
5,best of luck,1,1
5,whatsapp is the best messages app,1,1
5,nice whats app,1,1
5,i am very sad this whatsapp,1,1
1,song is dont share in this whatsapp it is very useless,0,0
2,the app doesnt want to work its not even downloading,0,0
1,easily hacked which is the threat to us as customers,0,0
1,the app is a great one but it seems like the devs havent noticed that the arrow used to indicate positions on the image doesnt rotate anymore,0,0
5,good app,1,1
1,official whatsapp asking me to download official whatsapp,0,0
5,this app is very good to use,1,1
5,i am very alone without whatsapp please resort,1,1
4,i like the app because its easy going,1,1
5,love the app,1,1
1,i used whatapp not everytime but i dont know why,0,0
5,i think this app i highly rate it out of 5  but there is one thing that it needs to update the app it must updated is the active status and i recommend that it needs to be updated thank you for your cooperation,1,1
5,find a way of dealing with old messages,1,1
5,the software is very useful for all offical and non offical use very nice work,1,1
5,very easy  and afforded at any cast for chatting with friends ,1,1
